Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN15_G00_neg m/z,LCN15_G00_neg RT mean,LCN15_G00_neg Normalized Area,LCN15_G09_neg m/z,LCN15_G09_neg RT mean,LCN15_G09_neg Normalized Area,LCN15_G10_neg m/z,LCN15_G10_neg RT mean,LCN15_G10_neg Normalized Area,LCN15_G11_neg m/z,LCN15_G11_neg RT mean,LCN15_G11_neg Normalized Area,LCN15_G04_neg m/z,LCN15_G04_neg RT mean,LCN15_G04_neg Normalized Area,LCN15_G05_neg m/z,LCN15_G05_neg RT mean,LCN15_G05_neg Normalized Area,LCN15_G06_neg m/z,LCN15_G06_neg RT mean,LCN15_G06_neg Normalized Area,LCN15_G07_neg m/z,LCN15_G07_neg RT mean,LCN15_G07_neg Normalized Area,LCN15_G08_neg m/z,LCN15_G08_neg RT mean,LCN15_G08_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.03,6.59,816.8199,19.45 - 20.03,1,962.7,-,-,0,816.8242,19.74,3.08E3,-,-,0,816.8195,19.94,4.37E3,-,-,0,-,-,0,816.8162,19.52,1.21E3,-,-,0,-,-,0,0:1.00:0:1.42:0:0:0.39:0:0,1.86E3,2.42E2,7.69:1.00,19.73,,
,0.03,8.31,700.3312,11.02 - 11.16,1,45.5,700.3312,11.16,4.09E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.02E2,0,1.00:0,11.16,,
,0.03,8.31,1448.0474,20.16 - 20.22,3,188.6,-,-,0,-,-,0,1448.0474,20.16,1.7E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,4.24E2,0,1.00:0,20.16,,
,0.03,6.12,430.7890,6.46 - 7.95,1,80.1,-,-,0,430.7884,6.94,3.22E2,430.7902,7.80,2.79E2,-,-,0,-,-,0,-,-,0,-,-,0,430.7883,6.50,1.2E2,-,-,0,0:1.00:0.87:0:0:0:0:0.37:0,1.5E2,2.4E1,6.25:1.00,7.08,,
,0.03,8.31,692.7759,2.45 - 2.54,1,41.9,-,-,0,-,-,0,-,-,0,692.7759,2.53,3.78E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,9.44E1,0,1.00:0,2.53,,
,0.03,8.31,493.0677,1.60 - 2.90,1,1.9E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,493.0677,1.65,3.65E3,493.0677,2.27,1.33E4,-,-,0,-,-,0,0:0:0:0:0:1.00:3.64:0:0,0,3.38E3,0:1.00,1.96,,
,0.03,8.31,534.1353,4.58 - 4.75,1,35,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,534.1353,4.63,3.15E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,6.29E1,0:1.00,4.63,,
,0.03,8.31,759.7662,11.92 - 11.98,1,22.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,759.7662,11.96,2.05E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.1E1,0:1.00,11.96,,
,0.03,8.31,646.7820,3.63 - 4.30,3,702,-,-,0,-,-,0,-,-,0,-,-,0,646.7815,3.93,2.51E3,646.7820,4.00,2.78E3,-,-,0,-,-,0,646.7824,3.77,1.03E3,0:0:0:0:0.90:1.00:0:0:0.37,0,1.26E3,0:1.00,3.90,,
,0.03,8.31,700.7394,10.72 - 10.77,1,23.2,700.7394,10.74,2.09E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,5.22E1,0,1.00:0,10.74,,
,0.03,4.95,811.7793,8.88 - 9.18,1,103.6,-,-,0,-,-,0,-,-,0,811.7773,8.96,6.85E2,-,-,0,811.7813,9.16,2.48E2,-,-,0,-,-,0,-,-,0,0:0:0:2.76:0:1.00:0:0:0,1.71E2,4.96E1,3.45:1.00,9.06,,
,0.03,3.56,710.8296,11.75 - 15.14,1,805.4,-,-,0,-,-,0,710.8242,12.39,2.54E3,-,-,0,-,-,0,-,-,0,710.8329,13.47,2.67E2,710.8335,13.56,3.33E3,710.8278,11.82,1.11E3,0:0:1.00:0:0:0:0.11:1.31:0.44,6.34E2,9.42E2,0.67:1.00,12.81,,
,0.03,5.22,604.8103,4.63 - 5.50,1,119.3,604.8109,4.71,2.14E2,-,-,0,-,-,0,604.8114,4.68,6.04E2,-,-,0,604.8086,5.48,2.56E2,-,-,0,-,-,0,-,-,0,0.84:0:0:2.36:0:1.00:0:0:0,2.05E2,5.12E1,3.99:1.00,4.96,,
,0.03,8.31,1433.7075,20.15 - 20.22,1,470.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1433.7075,20.19,4.24E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,8.48E2,0:1.00,20.19,,
,0.03,3.27,410.8646,4.95 - 6.04,1,485.1,410.8644,5.84,1.73E3,-,-,0,-,-,0,-,-,0,-,-,0,410.8643,5.67,1.34E3,-,-,0,-,-,0,410.8652,5.16,1.29E3,1.29:0:0:0:0:1.00:0:0:0.96,4.33E2,5.26E2,0.82:1.00,5.55,,
,0.03,8.31,336.8978,6.51 - 7.56,1,37.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,336.8966,6.58,2.35E2,-,-,0,336.8989,7.55,1.06E2,-,-,0,0:0:0:0:0:1.00:0:0.45:0,0,6.82E1,0:1.00,7.06,,
,0.03,8.31,424.7596,1.06 - 1.33,2,38,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,424.7596,1.20,3.42E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,6.84E1,0:1.00,1.20,,
,0.03,8.31,1347.7168,20.15 - 20.23,1,397.3,-,-,0,-,-,0,1347.7168,20.20,3.58E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,8.94E2,0,1.00:0,20.20,,
,0.03,8.31,728.8114,9.25 - 9.32,1,27.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,728.8114,9.28,2.47E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,4.95E1,0:1.00,9.28,,
,0.03,8.31,827.7496,3.19 - 3.25,1,25.1,-,-,0,-,-,0,-,-,0,827.7496,3.24,2.26E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,5.65E1,0,1.00:0,3.24,,
,0.03,3.04,474.8767,3.11 - 4.23,1,527.6,474.8779,3.46,2.14E3,-,-,0,-,-,0,-,-,0,474.8759,3.58,1.59E3,474.8763,3.26,1.01E3,-,-,0,-,-,0,-,-,0,2.11:0:0:0:1.57:1.00:0:0:0,5.36E2,5.21E2,1.03:1.00,3.43,,
,0.03,8.31,720.7896,1.06 - 1.11,1,24.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,720.7896,1.08,2.18E2,0:0:0:0:0:0:0:0:1.00,0,4.36E1,0:1.00,1.08,,
,0.03,3.58,598.8537,14.47 - 15.14,1,186.1,-,-,0,598.8542,14.97,3.24E2,598.8533,15.04,5.91E2,-,-,0,-,-,0,-,-,0,598.8535,14.53,7.6E2,-,-,0,-,-,0,0:1.00:1.83:0:0:0:2.35:0:0,2.29E2,1.52E2,1.50:1.00,14.85,,
,0.03,8.31,260.8729,9.67 - 12.24,1,499.5,260.8728,9.85,9.86E2,260.8732,10.93,2.07E3,-,-,0,260.8727,10.15,1.44E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:2.10:0:1.46:0:0:0:0:0,1.12E3,0,1.00:0,10.31,,
,0.03,3.16,470.8398,3.13 - 6.10,1,568.1,-,-,0,-,-,0,470.8398,5.59,1.43E3,470.8399,3.26,6.95E2,-,-,0,-,-,0,-,-,0,-,-,0,470.8398,5.64,2.98E3,0:0:1.00:0.48:0:0:0:0:2.08,5.32E2,5.97E2,0.89:1.00,4.83,,
,0.03,8.34,637.7751,20.47 - 20.94,1,31.3,-,-,0,-,-,0,-,-,0,-,-,0,637.7733,20.91,1.42E2,-,-,0,-,-,0,637.7770,20.50,1.4E2,-,-,0,0:0:0:0:1.00:0:0:0.99:0,0,5.64E1,0:1.00,20.71,,
,0.03,8.34,561.8419,8.92 - 8.99,3,29.5,-,-,0,-,-,0,-,-,0,561.8419,8.98,2.65E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,6.63E1,0,1.00:0,8.98,,
,0.03,8.34,498.0918,2.41 - 2.62,1,258,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,498.0918,2.50,2.32E3,0:0:0:0:0:0:0:0:1.00,0,4.64E2,0:1.00,2.50,,
,0.03,3.33,543.8728,10.38 - 11.43,1,227,543.8730,11.29,7.89E2,-,-,0,-,-,0,-,-,0,543.8724,10.42,4.65E2,543.8730,10.60,7.89E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.59:1.00:0:0:0,1.97E2,2.51E2,0.79:1.00,10.77,,
,0.03,8.34,827.7570,9.67 - 9.74,1,30,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,827.7570,9.70,2.7E2,0:0:0:0:0:0:0:0:1.00,0,5.4E1,0:1.00,9.70,,
,0.03,4.55,710.8273,9.06 - 10.40,1,1.1E3,710.8242,10.04,2.98E3,710.8274,9.57,3.25E3,-,-,0,-,-,0,-,-,0,-,-,0,710.8275,9.58,2.26E3,710.8301,9.08,-,-,-,0,1.00:1.09:0:0:0:0:0.76:-:0,1.56E3,5.64E2,2.76:1.00,9.57,,
,0.03,8.34,718.7862,2.34 - 2.42,1,28.9,-,-,0,-,-,0,-,-,0,718.7862,2.36,2.6E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,6.51E1,0,1.00:0,2.36,,
,0.03,8.34,424.7592,0.90 - 1.03,2,31.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,424.7592,1.00,2.8E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,5.59E1,0:1.00,1.00,,
,0.03,4.15,469.8388,3.73 - 4.33,3,267.2,-,-,0,-,-,0,469.8388,4.12,6.47E2,-,-,0,-,-,0,469.8381,4.10,5.51E2,-,-,0,469.8395,4.07,1.21E3,-,-,0,0:0:1.17:0:0:1.00:0:2.19:0,1.62E2,3.51E2,0.46:1.00,4.10,,
,0.03,8.34,609.8093,1.30 - 1.42,1,36,-,-,0,-,-,0,-,-,0,609.8093,1.36,3.24E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.09E1,0,1.00:0,1.36,,
,0.03,8.34,785.8285,19.49 - 19.57,1,101.8,-,-,0,-,-,0,-,-,0,785.8285,19.52,9.16E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.29E2,0,1.00:0,19.52,,
,0.03,4.44,584.8099,21.44 - 21.71,1,64.7,-,-,0,584.8093,21.47,1.56E2,584.8093,21.58,2.36E2,-,-,0,-,-,0,-,-,0,584.8110,21.65,1.9E2,-,-,0,-,-,0,0:1.00:1.51:0:0:0:1.22:0:0,9.8E1,3.8E1,2.58:1.00,21.57,,
,0.03,4.16,552.8679,19.65 - 20.00,1,671,-,-,0,552.8681,19.75,7.95E2,-,-,0,552.8667,19.81,3.05E3,552.8689,19.73,2.2E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:3.83:2.76:0:0:0:0,9.6E2,4.39E2,2.19:1.00,19.76,,
,0.03,8.34,554.1654,3.35 - 3.87,1,661.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,554.1654,3.53,5.95E3,0:0:0:0:0:0:0:0:1.00,0,1.19E3,0:1.00,3.53,,
,0.03,3.45,582.1389,3.18 - 3.38,3,955.5,582.1388,3.27,4.51E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,582.1390,3.27,4.09E3,1.00:0:0:0:0:0:0:0:0.91,1.13E3,8.18E2,1.38:1.00,3.27,,
,0.03,8.34,874.7551,11.35 - 11.40,1,44.7,-,-,0,-,-,0,-,-,0,874.7551,11.36,4.02E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.01E2,0,1.00:0,11.36,,
,0.03,8.34,300.8308,0.40 - 0.46,3,31.5,-,-,0,-,-,0,-,-,0,300.8308,0.42,2.83E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,7.08E1,0,1.00:0,0.42,,
,0.03,8.34,773.7380,7.95 - 8.03,1,30.3,-,-,0,-,-,0,773.7380,8.00,2.73E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.83E1,0,1.00:0,8.00,,
,0.03,8.34,599.3796,3.34 - 3.42,1,37.4,-,-,0,-,-,0,-,-,0,-,-,0,599.3796,3.38,3.37E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,6.73E1,0:1.00,3.38,,
,0.03,8.34,667.7856,20.74 - 20.82,1,14.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,667.7856,20.82,1.32E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,2.64E1,0:1.00,20.82,,
,0.03,8.34,634.7486,11.66 - 11.75,1,30.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,634.7486,11.70,2.77E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,5.55E1,0:1.00,11.70,,
,0.03,8.34,489.8233,0.22 - 0.95,1,608.3,-,-,0,-,-,0,-,-,0,489.8233,0.39,5.47E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.37E3,0,1.00:0,0.39,,
,0.03,8.34,1028.7730,20.09 - 20.25,2,2.1E3,1028.7744,20.22,2.17E3,1028.7766,20.21,6.69E3,-,-,0,1028.7681,20.15,9.81E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:3.08:0:4.52:0:0:0:0:0,4.67E3,0,1.00:0,20.19,,
,0.03,5.45,924.7517,16.98 - 17.69,1,330.4,924.7484,17.66,1.21E3,-,-,0,-,-,0,924.7522,17.40,1.11E3,924.7546,17.00,6.49E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0.92:0.53:0:0:0:0,5.81E2,1.3E2,4.48:1.00,17.35,,
,0.03,8.34,429.8578,18.96 - 19.03,1,72.6,-,-,0,-,-,0,-,-,0,429.8578,18.97,6.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.63E2,0,1.00:0,18.97,,
,0.03,8.34,800.7411,10.95 - 11.02,1,37.6,-,-,0,-,-,0,-,-,0,800.7411,10.99,3.39E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.47E1,0,1.00:0,10.99,,
,0.03,5.30,834.7721,10.27 - 12.96,1,375.6,-,-,0,-,-,0,834.7728,10.48,1.84E3,834.7699,12.92,7.62E2,-,-,0,-,-,0,834.7737,10.52,7.82E2,-,-,0,-,-,0,0:0:1.00:0.41:0:0:0.43:0:0,6.49E2,1.56E2,4.15:1.00,11.31,,
,0.03,8.34,809.7727,4.04 - 4.88,1,71,-,-,0,-,-,0,809.7772,4.84,2.65E2,809.7682,4.08,3.74E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:1.41:0:0:0:0:0,1.6E2,0,1.00:0,4.46,,
,0.03,8.34,485.8859,5.42 - 8.52,1,593.1,-,-,0,-,-,0,-,-,0,-,-,0,485.8855,6.23,1.09E3,485.8860,6.38,2.12E3,485.8862,5.44,2.13E3,-,-,0,-,-,0,0:0:0:0:0.51:1.00:1.01:0:0,0,1.07E3,0:1.00,6.02,,
,0.03,8.34,830.7603,3.92 - 8.52,1,3.2E3,830.7595,5.33,9.62E3,-,-,0,830.7601,6.56,1.62E4,830.7612,4.15,3.03E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:1.68:0.31:0:0:0:0:0,7.21E3,0,1.00:0,5.35,,
,0.03,4.02,760.7030,20.33 - 21.69,1,53.9,-,-,0,760.7071,20.37,2.98E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,760.6989,21.65,1.86E2,0:1.00:0:0:0:0:0:0:0.63,7.46E1,3.73E1,2.00:1.00,21.01,,
,0.03,8.35,556.8156,3.57 - 3.71,1,47.2,-,-,0,-,-,0,-,-,0,556.8156,3.63,4.25E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.06E2,0,1.00:0,3.63,,
,0.03,8.35,862.7230,10.16 - 10.21,1,24,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,862.7230,10.21,2.16E2,0:0:0:0:0:0:0:0:1.00,0,4.31E1,0:1.00,10.21,,
,0.03,8.39,664.8256,14.33 - 19.61,1,1.3E3,-,-,0,-,-,0,-,-,0,664.8259,14.61,-,664.8241,14.82,5.04E3,664.8254,14.34,2.65E3,-,-,0,664.8269,14.87,3.02E3,-,-,0,0:0:0:-:1.90:1.00:0:1.14:0,0,2.14E3,0:1.00,14.66,,
,0.03,8.39,1312.7195,20.18 - 20.23,1,435.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1312.7195,20.20,3.92E3,0:0:0:0:0:0:0:0:1.00,0,7.84E2,0:1.00,20.20,,
,0.03,4.34,670.7803,6.67 - 7.66,1,121.2,-,-,0,670.7812,7.32,2.94E2,670.7789,7.55,4.26E2,-,-,0,-,-,0,670.7809,6.67,3.71E2,-,-,0,-,-,0,-,-,0,0:0.79:1.15:0:0:1.00:0:0:0,1.8E2,7.42E1,2.43:1.00,7.18,,
,0.03,4.02,587.3928,9.05 - 10.17,1,123.6,-,-,0,587.3927,9.09,1.46E2,587.3932,9.26,5.39E2,-,-,0,-,-,0,-,-,0,587.3925,9.35,4.28E2,-,-,0,-,-,0,0:1.00:3.70:0:0:0:2.93:0:0,1.71E2,8.55E1,2.00:1.00,9.23,,
,0.03,3.34,552.8680,14.20 - 16.44,1,542.6,-,-,0,-,-,0,552.8684,16.40,9.86E2,552.8682,15.90,1.45E3,552.8671,15.52,1.9E3,-,-,0,-,-,0,-,-,0,552.8683,15.08,-,0:0:1.00:1.47:1.93:0:0:0:-,6.09E2,4.76E2,1.28:1.00,15.72,,
,0.03,8.39,852.6876,20.32 - 20.70,1,50,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,852.6891,20.36,2.86E2,852.6862,20.67,1.63E2,-,-,0,0:0:0:0:0:0:1.00:0.57:0,0,8.99E1,0:1.00,20.52,,
,0.03,8.39,768.7316,5.28 - 5.37,1,22.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,768.7316,5.29,2.05E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.1E1,0:1.00,5.29,,
,0.03,8.39,652.5499,9.18 - 9.35,3,71.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,652.5499,9.25,6.41E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.28E2,0:1.00,9.25,,
,0.03,8.39,418.8177,21.45 - 21.65,1,26.9,418.8168,21.64,1.12E2,418.8187,21.50,1.3E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.17:0:0:0:0:0:0:0,6.05E1,0,1.00:0,21.57,,
,0.03,3.25,685.8316,19.75 - 20.33,1,190.2,-,-,0,685.8331,20.26,6.86E2,-,-,0,-,-,0,-,-,0,685.8333,20.24,4.4E2,-,-,0,-,-,0,685.8286,19.82,5.86E2,0:1.56:0:0:0:1.00:0:0:1.33,1.71E2,2.05E2,0.84:1.00,20.11,,
,0.03,8.35,293.1746,9.49 - 19.77,1,7.9E5,-,-,0,-,-,0,-,-,0,-,-,0,293.1745,14.56,1.55E6,293.1745,14.49,2.14E6,-,-,0,293.1747,14.68,1.27E6,293.1746,14.77,2.17E6,0:0:0:0:0.73:1.00:0:0.59:1.01,0,1.42E6,0:1.00,14.62,,
,0.03,5.80,644.7791,5.84 - 7.10,1,149,644.7792,6.24,4.72E2,-,-,0,-,-,0,644.7808,7.07,6.13E2,-,-,0,-,-,0,-,-,0,644.7773,5.91,2.56E2,-,-,0,1.00:0:0:1.30:0:0:0:0.54:0,2.71E2,5.11E1,5.30:1.00,6.41,,
,0.03,4.07,748.8340,19.43 - 19.91,1,769.8,-,-,0,-,-,0,-,-,0,748.8342,19.75,4.32E3,-,-,0,-,-,0,748.8326,19.51,1.28E3,-,-,0,748.8352,19.71,1.33E3,0:0:0:1.00:0:0:0.30:0:0.31,1.08E3,5.22E2,2.07:1.00,19.66,,
,0.03,3.47,992.7457,13.78 - 15.11,1,147.3,-,-,0,-,-,0,992.7448,13.81,4.82E2,-,-,0,992.7473,15.09,5.07E2,-,-,0,-,-,0,992.7451,14.76,3.37E2,-,-,0,0:0:1.00:0:1.05:0:0:0.70:0,1.2E2,1.69E2,0.71:1.00,14.55,,
,0.03,3.23,610.8277,21.36 - 21.86,1,70.9,610.8259,21.83,1.2E2,-,-,0,610.8287,21.40,1.89E2,-,-,0,-,-,0,-,-,0,-,-,0,610.8284,21.56,3.29E2,-,-,0,1.00:0:1.57:0:0:0:0:2.73:0,7.73E1,6.57E1,1.18:1.00,21.60,,
,0.03,3.01,756.8289,4.64 - 4.94,3,217.5,-,-,0,-,-,0,756.8294,4.77,8.72E2,-,-,0,-,-,0,756.8268,4.73,6.34E2,-,-,0,-,-,0,756.8306,4.70,4.51E2,0:0:1.38:0:0:1.00:0:0:0.71,2.18E2,2.17E2,1.00:1.00,4.73,,
,0.03,5.32,685.8327,8.48 - 9.45,1,144.1,685.8301,8.61,6.34E2,-,-,0,685.8333,8.66,3.64E2,-,-,0,-,-,0,-,-,0,685.8348,9.44,2.99E2,-,-,0,-,-,0,1.00:0:0.57:0:0:0:0.47:0:0,2.49E2,5.98E1,4.17:1.00,8.90,,
,0.03,3.82,1221.7765,19.72 - 20.17,1,594.1,1221.7769,19.79,1.67E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1221.7729,20.09,2.76E3,1221.7798,19.83,9.16E2,-,-,0,1.00:0:0:0:0:0:1.66:0.55:0,4.17E2,7.36E2,0.57:1.00,19.90,,
,0.03,8.35,698.2854,1.36 - 4.00,2,5.6E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,698.2853,1.50,-,698.2859,1.67,9.38E3,698.2852,1.70,3.52E4,0:0:0:0:0:0:-:1.00:3.75,0,1.11E4,0:1.00,1.62,,
,0.03,8.35,652.8046,21.46 - 21.82,1,80.6,652.8036,21.49,1.44E2,-,-,0,652.8035,21.77,2.85E2,652.8066,21.59,2.96E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:1.98:2.05:0:0:0:0:0,1.81E2,0,1.00:0,21.61,,
,0.03,4.37,782.7644,7.20 - 8.29,1,371.3,-,-,0,-,-,0,782.7651,7.70,2.22E3,-,-,0,-,-,0,-,-,0,-,-,0,782.7618,7.21,6.84E2,782.7664,7.62,4.35E2,0:0:1.00:0:0:0:0:0.31:0.20,5.55E2,2.24E2,2.48:1.00,7.51,,
,0.03,5.46,506.8083,12.03 - 15.69,1,1.1E3,-,-,0,-,-,0,506.8087,13.10,1.54E3,-,-,0,-,-,0,506.8077,12.32,4.66E3,-,-,0,506.8085,12.42,3.97E3,-,-,0,0:0:0.33:0:0:1.00:0:0.85:0,3.85E2,1.72E3,0.22:1.00,12.61,,
,0.03,8.35,525.7963,10.55 - 10.61,1,16.3,-,-,0,-,-,0,-,-,0,-,-,0,525.7963,10.56,1.46E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,2.93E1,0:1.00,10.56,,
,0.03,4.28,664.8236,10.93 - 14.46,1,443.4,-,-,0,-,-,0,-,-,0,664.8240,13.18,2.6E3,664.8240,11.55,5.49E2,-,-,0,664.8227,10.98,8.37E2,-,-,0,-,-,0,0:0:0:1.00:0.21:0:0.32:0:0,6.51E2,2.77E2,2.35:1.00,11.90,,
,0.03,8.35,784.7552,12.95 - 13.02,1,38.8,-,-,0,-,-,0,784.7552,12.97,3.49E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,8.72E1,0,1.00:0,12.97,,
,0.03,5.72,653.8763,13.71 - 14.25,1,129.3,-,-,0,-,-,0,653.8776,14.06,2.69E2,653.8779,14.25,6.66E2,653.8735,13.78,2.28E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:2.47:0.85:0:0:0:0,2.34E2,4.57E1,5.12:1.00,14.03,,
,0.03,6.59,364.8040,0.85 - 1.71,1,418.9,-,-,0,-,-,0,-,-,0,364.8045,1.63,3.24E3,-,-,0,364.8041,1.63,1.23E2,-,-,0,-,-,0,364.8035,1.33,4.04E2,0:0:0:26.46:0:1.00:0:0:3.30,8.11E2,1.05E2,7.70:1.00,1.53,,
,0.03,8.35,795.8036,9.59 - 9.66,1,31.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,795.8036,9.63,2.83E2,0:0:0:0:0:0:0:0:1.00,0,5.65E1,0:1.00,9.63,,
,0.03,5.20,338.1962,17.04 - 18.98,1,1.3E3,-,-,0,-,-,0,-,-,0,338.1964,17.09,1.95E3,-,-,0,-,-,0,-,-,0,338.1958,18.02,6.27E3,338.1963,18.24,3.27E3,0:0:0:1.00:0:0:0:3.22:1.68,4.87E2,1.91E3,0.26:1.00,17.78,,
,0.03,8.35,779.7563,4.20 - 4.40,1,127.1,-,-,0,-,-,0,-,-,0,779.7563,4.33,1.14E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.86E2,0,1.00:0,4.33,,
,0.03,8.35,700.3323,10.81 - 10.85,1,40.5,-,-,0,-,-,0,-,-,0,-,-,0,700.3323,10.83,3.65E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,7.3E1,0:1.00,10.83,,
,0.03,8.35,649.7999,10.56 - 10.68,1,65,-,-,0,-,-,0,-,-,0,649.7999,10.62,5.85E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.46E2,0,1.00:0,10.62,,
,0.03,8.35,610.8250,15.30 - 16.06,1,400.9,-,-,0,-,-,0,-,-,0,-,-,0,610.8256,15.36,5.91E2,-,-,0,-,-,0,610.8257,15.86,1.11E3,610.8239,15.44,1.91E3,0:0:0:0:1.00:0:0:1.88:3.23,0,7.22E2,0:1.00,15.55,,
