Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN8_A00_neg m/z,LCN8_A00_neg RT mean,LCN8_A00_neg Normalized Area,LCN8_A06_neg m/z,LCN8_A06_neg RT mean,LCN8_A06_neg Normalized Area,LCN8_A07_neg m/z,LCN8_A07_neg RT mean,LCN8_A07_neg Normalized Area,LCN8_A08_neg m/z,LCN8_A08_neg RT mean,LCN8_A08_neg Normalized Area,LCN8_A12_neg m/z,LCN8_A12_neg RT mean,LCN8_A12_neg Normalized Area,LCN8_B01_neg m/z,LCN8_B01_neg RT mean,LCN8_B01_neg Normalized Area,LCN8_A09_neg m/z,LCN8_A09_neg RT mean,LCN8_A09_neg Normalized Area,LCN8_A10_neg m/z,LCN8_A10_neg RT mean,LCN8_A10_neg Normalized Area,LCN8_A11_neg m/z,LCN8_A11_neg RT mean,LCN8_A11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.05,8.57,355.2864,3.14 - 4.61,1,5.6E3,-,-,0,-,-,0,355.2864,4.34,2.44E4,355.2864,4.34,2.59E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0.94:1.00:0:0:0:0:0,8.38E3,0,1.00:0,4.34,,
,0.05,8.57,601.8344,17.76 - 17.95,1,42.1,-,-,0,-,-,0,601.8336,17.89,1.95E2,601.8352,17.84,1.83E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.06:1.00:0:0:0:0:0,6.31E1,0,1.00:0,17.87,,
,0.05,8.57,321.9763,0.27 - 0.34,1,43.1,-,-,0,321.9763,0.30,3.88E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.47E1,0,1.00:0,0.30,,
,0.05,8.57,941.7535,15.22 - 15.29,1,24.7,-,-,0,-,-,0,941.7535,15.28,2.23E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,3.71E1,0,1.00:0,15.28,,
,0.05,8.57,325.9540,0.27 - 0.34,9,311.8,-,-,0,325.9540,0.33,2.81E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.68E2,0,1.00:0,0.33,,
,0.05,8.57,580.7974,2.45 - 2.52,1,36.5,-,-,0,580.7974,2.49,3.29E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.48E1,0,1.00:0,2.49,,
,0.05,8.57,587.8293,8.14 - 14.98,1,5.4E4,-,-,0,587.8288,9.06,2.86E5,587.8304,9.98,1.46E5,587.8287,8.35,-,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.51:-:0:0:0:0:0,8.65E4,0,1.00:0,9.13,,
,0.05,8.57,439.3554,4.20 - 4.66,1,932.5,-,-,0,439.3560,4.40,6.59E3,439.3547,4.44,1.8E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.27:0:0:0:0:0:0,1.4E3,0,1.00:0,4.42,,
,0.05,4.40,668.7881,12.71 - 14.53,1,265.8,-,-,0,668.7874,13.00,7.7E2,-,-,0,-,-,0,668.7863,12.74,3.06E2,-,-,0,-,-,0,668.7905,14.49,3.29E2,668.7881,13.99,9.88E2,0:1.00:0:0:0.40:0:0:0.43:1.28,1.79E2,4.39E2,1.00:2.45,13.56,,
,0.05,8.57,572.1782,3.74 - 3.91,1,161.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,572.1782,3.84,1.45E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.85E2,0:1.00,3.84,,
,0.05,8.57,348.8604,3.30 - 3.41,1,368.4,-,-,0,348.8604,3.36,3.32E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.53E2,0,1.00:0,3.36,,
,0.05,8.57,651.3412,3.15 - 3.52,1,228.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,651.3412,3.35,2.05E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,6.84E2,0:1.00,3.35,,
,0.05,8.57,858.7047,9.76 - 9.82,1,16.8,858.7047,9.81,1.51E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.52E1,0,1.00:0,9.81,,
,0.05,8.57,809.7255,6.72 - 6.79,1,17.4,809.7255,6.77,1.57E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.61E1,0,1.00:0,6.77,,
,0.05,8.57,455.7865,0.79 - 1.02,1,68.3,-,-,0,455.7865,0.85,6.15E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.02E2,0,1.00:0,0.85,,
,0.05,8.57,471.3860,9.32 - 9.55,1,129.6,471.3860,9.41,1.17E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.94E2,0,1.00:0,9.41,,
,0.05,5.02,816.7926,8.68 - 10.67,1,80.4,-,-,0,-,-,0,-,-,0,-,-,0,816.7961,8.70,2.66E2,-,-,0,816.7873,10.64,1.49E2,-,-,0,816.7944,9.47,3.09E2,0:0:0:0:1.00:0:0.56:0:1.16,4.43E1,1.53E2,1.00:3.44,9.61,,
,0.05,8.53,351.1071,0.13 - 0.21,1,398,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,351.1071,0.19,3.58E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.19E3,0:1.00,0.19,,
,0.05,8.53,333.8599,0.27 - 0.34,7,330.9,-,-,0,333.8599,0.29,2.98E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.96E2,0,1.00:0,0.29,,
,0.05,8.53,671.0930,0.10 - 0.18,1,9.4E3,671.0930,0.16,8.48E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.41E4,0,1.00:0,0.16,,
,0.05,8.53,1127.1096,20.14 - 20.23,1,62.8,-,-,0,-,-,0,-,-,0,1127.1096,20.20,5.65E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,9.42E1,0,1.00:0,20.20,,
,0.05,8.53,1074.7142,20.25 - 20.31,2,40.7,-,-,0,-,-,0,-,-,0,-,-,0,1074.7142,20.26,3.66E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,6.1E1,0,1.00:0,20.26,,
,0.05,8.53,415.2346,18.34 - 18.45,2,17.7,-,-,0,-,-,0,-,-,0,415.2346,18.42,1.59E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.65E1,0,1.00:0,18.42,,
,0.05,4.31,1347.3906,20.14 - 20.22,3,337.4,-,-,0,1347.3892,20.15,1.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1347.3921,20.18,1.64E3,0:1.00:0:0:0:0:0:0:1.17,2.33E2,5.46E2,1.00:2.34,20.17,,
,0.05,8.53,490.3760,1.51 - 1.69,1,134.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,490.3760,1.64,1.21E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.03E2,0:1.00,1.64,,
,0.05,8.53,294.0123,0.47 - 0.55,3,149.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,294.0123,0.51,1.34E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.47E2,0:1.00,0.51,,
,0.05,3.33,848.7427,14.73 - 16.38,1,638.3,848.7514,14.79,2.63E3,848.7441,15.09,6.1E2,-,-,0,848.7363,15.35,8.73E2,-,-,0,-,-,0,-,-,0,-,-,0,848.7388,16.10,1.63E3,3.01:0.70:0:1.00:0:0:0:0:1.87,6.85E2,5.45E2,1.00:0.80,15.33,,
,0.05,8.53,289.7960,0.00 - 0.10,1,126.2,-,-,0,-,-,0,289.7960,0.06,1.14E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.89E2,0,1.00:0,0.06,,
,0.05,5.52,311.8837,2.43 - 8.17,1,2.9E3,-,-,0,311.8843,7.33,2.02E3,311.8836,5.52,4.82E3,-,-,0,-,-,0,311.8835,7.70,1.15E3,311.8835,4.89,1.78E4,-,-,0,-,-,0,0:1.00:2.39:0:0:0.57:8.81:0:0,1.33E3,5.93E3,1.00:4.46,6.36,,
,0.05,5.65,808.7758,20.20 - 20.34,1,534.8,-,-,0,-,-,0,-,-,0,-,-,0,808.7749,20.26,1.43E3,-,-,0,808.7761,20.25,1.76E3,-,-,0,808.7762,20.25,1.63E3,0:0:0:0:1.00:0:1.23:0:1.14,2.38E2,1.13E3,1.00:4.74,20.25,,
,0.05,8.53,391.8718,20.90 - 21.04,1,193.2,-,-,0,-,-,0,391.8718,20.92,1.74E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.9E2,0,1.00:0,20.92,,
,0.05,8.53,465.7880,2.55 - 2.60,1,66.3,-,-,0,465.7880,2.55,5.97E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,9.95E1,0,1.00:0,2.55,,
,0.05,8.53,763.7839,8.90 - 9.00,1,117.2,-,-,0,763.7839,8.92,1.05E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.76E2,0,1.00:0,8.92,,
,0.05,8.53,420.9983,0.24 - 0.63,1,1.5E3,-,-,0,-,-,0,420.9983,0.51,1.31E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.18E3,0,1.00:0,0.51,,
,0.05,8.53,413.8828,7.23 - 7.30,1,39.8,-,-,0,413.8828,7.23,3.58E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.97E1,0,1.00:0,7.23,,
,0.05,8.53,1078.7552,20.10 - 20.23,1,431.5,1078.7583,20.19,1.67E3,1078.7522,20.18,2.21E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.32:0:0:0:0:0:0:0,6.47E2,0,1.00:0,20.18,,
,0.05,8.53,535.3291,0.43 - 0.59,1,637.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,535.3291,0.51,5.74E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.91E3,0:1.00,0.51,,
,0.05,8.53,518.8137,21.22 - 21.28,1,11.8,518.8137,21.23,1.06E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.77E1,0,1.00:0,21.23,,
,0.05,4.00,782.7496,19.06 - 20.07,1,293,782.7433,19.73,3.46E2,782.7505,19.30,9.88E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,782.7579,19.12,7.2E2,782.7468,20.01,5.82E2,1.00:2.85:0:0:0:0:0:2.08:1.68,2.22E2,4.34E2,1.00:1.95,19.54,,
,0.05,8.53,839.3250,20.14 - 20.23,2,264.5,839.3308,20.14,6.19E2,-,-,0,-,-,0,839.3234,20.18,4.8E2,-,-,0,839.3209,20.17,1.28E3,-,-,0,-,-,0,-,-,0,1.29:0:0:1.00:0:2.67:0:0:0,3.97E2,0,1.00:0,20.16,,
,0.05,8.53,591.7621,0.83 - 1.21,1,195.2,-,-,0,591.7621,1.02,1.76E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.93E2,0,1.00:0,1.02,,
,0.05,3.98,698.2893,17.35 - 20.15,2,1.3E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,698.2900,18.91,6.07E4,698.2889,18.08,1.9E4,-,-,0,698.2889,18.67,3.94E4,0:0:0:0:0:1.00:0.31:0:0.65,1.01E4,1.95E4,1.00:1.92,18.55,,
,0.05,5.35,458.8076,2.42 - 2.89,2,113.4,458.8076,2.84,1.1E2,-,-,0,-,-,0,-,-,0,458.8076,2.48,2.25E2,-,-,0,-,-,0,-,-,0,458.8077,2.79,6.86E2,1.00:0:0:0:2.04:0:0:0:6.23,5.58E1,2.29E2,1.00:4.10,2.70,,
,0.05,3.33,934.7930,20.16 - 20.29,1,2.8E3,-,-,0,-,-,0,-,-,0,934.7925,20.22,1.12E4,-,-,0,934.7919,20.22,6.65E3,934.7946,20.23,7.1E3,-,-,0,-,-,0,0:0:0:1.00:0:0.59:0.63:0:0,2.98E3,2.37E3,1.00:0.79,20.22,,
,0.05,4.27,740.7844,13.32 - 14.33,1,341.4,-,-,0,740.7901,13.87,1.17E3,-,-,0,740.7788,14.27,3.03E2,740.7839,13.42,1.05E3,-,-,0,740.7847,13.53,5.5E2,-,-,0,-,-,0,0:3.87:0:1.00:3.45:0:1.81:0:0,4.2E2,1.83E2,1.00:0.44,13.77,,
,0.05,8.52,451.2951,1.32 - 3.03,1,1.7E3,451.2951,1.40,1.52E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.53E3,0,1.00:0,1.40,,
,0.05,8.52,582.7356,21.37 - 21.43,1,19.9,-,-,0,582.7356,21.39,1.8E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.99E1,0,1.00:0,21.39,,
,0.05,8.52,352.2870,2.15 - 8.09,1,3.6E4,-,-,0,352.2870,3.09,3.21E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.34E4,0,1.00:0,3.09,,
,0.05,6.79,668.7885,6.12 - 8.07,1,141.5,-,-,0,-,-,0,-,-,0,-,-,0,668.7895,6.14,2.54E2,-,-,0,668.7906,6.76,2.51E2,668.7842,6.77,2.52E2,668.7896,7.99,5.16E2,0:0:0:0:1.00:0:0.99:0.99:2.03,4.24E1,3.4E2,1.00:8.02,6.92,,
,0.05,8.52,903.2140,6.96 - 7.03,1,52.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,903.2140,7.01,4.71E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.57E2,0:1.00,7.01,,
,0.05,3.07,259.8510,21.41 - 21.95,1,38.1,259.8508,21.63,1.39E2,-,-,0,-,-,0,259.8514,21.44,8.61E1,-,-,0,-,-,0,-,-,0,-,-,0,259.8508,21.91,1.18E2,1.61:0:0:1.00:0:0:0:0:1.37,3.74E1,3.94E1,1.00:1.05,21.66,,
,0.05,8.52,789.7883,5.08 - 5.13,1,22.4,-,-,0,789.7883,5.10,2.02E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.36E1,0,1.00:0,5.10,,
,0.05,4.20,372.8323,3.47 - 11.23,1,3E4,372.8327,6.05,2.72E3,372.8328,6.23,6.19E4,-,-,0,-,-,0,-,-,0,372.8326,5.80,6.54E4,372.8319,5.13,6.76E4,372.8320,5.71,7.39E4,372.8319,5.16,1.6E3,1.00:22.73:0:0:0:24.03:24.84:27.14:0.59,2.17E4,4.77E4,1.00:2.20,5.68,,
,0.05,8.54,794.7848,4.88 - 5.60,2,61.3,-,-,0,794.7848,4.87,5.52E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,9.19E1,0,1.00:0,4.87,,
,0.05,3.96,555.8077,8.91 - 11.59,1,91.8,555.8058,9.80,1.98E2,-,-,0,555.8081,11.52,2.54E2,-,-,0,555.8080,8.91,2.01E2,-,-,0,-,-,0,-,-,0,555.8090,10.48,1.73E2,1.00:0:1.28:0:1.02:0:0:0:0.87,1.09E2,5.75E1,1.00:0.53,10.18,,
,0.05,8.54,363.9437,1.67 - 1.74,1,13.2,-,-,0,363.9437,1.71,1.19E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.99E1,0,1.00:0,1.71,,
,0.05,3.71,440.8205,10.79 - 15.70,1,2.3E3,-,-,0,440.8202,11.39,4.03E3,440.8207,11.58,1.2E4,-,-,0,-,-,0,-,-,0,440.8207,11.53,4.96E3,-,-,0,-,-,0,0:1.00:2.99:0:0:0:1.23:0:0,2.68E3,1.65E3,1.00:0.62,11.50,,
,0.05,8.54,598.7083,21.46 - 21.62,1,52.3,-,-,0,598.7083,21.52,4.71E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.85E1,0,1.00:0,21.52,,
,0.05,8.54,1276.7543,20.12 - 20.23,1,700.7,1276.7676,20.17,1.77E3,-,-,0,-,-,0,1276.7415,20.20,1.82E3,1276.7539,20.19,2.72E3,-,-,0,-,-,0,-,-,0,-,-,0,0.98:0:0:1.00:1.50:0:0:0:0,1.05E3,0,1.00:0,20.18,,
,0.05,8.54,386.8424,0.90 - 1.01,1,37.9,-,-,0,386.8424,0.95,3.41E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.68E1,0,1.00:0,0.95,,
,0.05,8.54,879.8007,20.06 - 20.23,1,1.6E3,879.8014,20.14,4.83E3,879.7991,20.14,4.34E3,-,-,0,-,-,0,879.8016,20.14,5.29E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.90:0:0:1.09:0:0:0:0,2.41E3,0,1.00:0,20.14,,
,0.05,8.54,502.1566,2.20 - 7.08,1,3.4E3,502.1563,2.95,7.87E3,-,-,0,-,-,0,502.1564,3.12,4.86E3,-,-,0,502.1571,3.12,1.82E4,-,-,0,-,-,0,-,-,0,1.62:0:0:1.00:0:3.75:0:0:0,5.16E3,0,1.00:0,3.06,,
,0.05,8.54,445.8335,4.53 - 5.42,1,41.3,445.8335,4.57,1.36E2,445.8335,5.39,2.36E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.74:0:0:0:0:0:0:0,6.19E1,0,1.00:0,4.98,,
,0.05,3.85,846.8090,9.44 - 11.37,1,85,846.8119,9.47,2.45E2,-,-,0,846.8063,10.87,1.61E2,-,-,0,-,-,0,-,-,0,846.8090,11.32,3.59E2,-,-,0,-,-,0,1.00:0:0.66:0:0:0:1.47:0:0,6.76E1,1.2E2,1.00:1.77,10.55,,
,0.05,8.54,744.7145,0.15 - 0.22,1,1E4,-,-,0,-,-,0,-,-,0,-,-,0,744.7145,0.17,9.39E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.56E4,0,1.00:0,0.17,,
,0.05,8.54,722.7939,4.76 - 5.84,1,206,722.7975,5.59,4.59E2,722.8043,5.75,7.15E2,722.7867,4.79,3.6E2,-,-,0,722.7871,5.32,3.2E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.56:0.78:0:0.70:0:0:0:0,3.09E2,0,1.00:0,5.36,,
,0.05,5.34,1078.7585,20.09 - 20.24,2,286.2,-,-,0,-,-,0,1078.7734,20.21,8.51E2,-,-,0,-,-,0,-,-,0,1078.7415,20.16,8.25E2,1078.7605,20.21,9.01E2,-,-,0,0:0:1.00:0:0:0:0.97:1.06:0,1.42E2,5.75E2,1.00:4.06,20.19,,
,0.05,6.37,344.8213,14.66 - 16.50,3,530.4,344.8213,15.16,8.22E2,344.8214,16.08,3.28E3,-,-,0,344.8213,14.97,3.29E2,-,-,0,-,-,0,-,-,0,344.8213,14.74,3.39E2,-,-,0,2.49:9.97:0:1.00:0:0:0:1.03:0,7.39E2,1.13E2,1.00:0.15,15.24,,
,0.05,4.29,815.7991,8.88 - 10.42,1,114.9,-,-,0,-,-,0,-,-,0,-,-,0,815.8001,8.91,4.82E2,-,-,0,-,-,0,815.8013,10.38,3.17E2,815.7960,9.65,2.35E2,0:0:0:0:1.00:0:0:0.66:0.49,8.03E1,1.84E2,1.00:2.29,9.65,,
,0.05,8.54,336.1581,0.27 - 0.34,1,66.2,-,-,0,336.1581,0.29,5.96E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,9.93E1,0,1.00:0,0.29,,
,0.05,3.15,915.7422,10.07 - 11.27,1,102.6,915.7424,10.16,2.96E2,-,-,0,915.7444,11.21,2.98E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,915.7397,10.12,3.29E2,1.00:0:1.01:0:0:0:0:0:1.11,9.9E1,1.1E2,1.00:1.11,10.50,,
,0.05,7.01,710.7686,3.65 - 4.37,1,342.9,710.7744,4.05,3.78E2,-,-,0,-,-,0,710.7637,3.76,1.97E2,-,-,0,-,-,0,710.7664,3.79,8.64E2,710.7701,4.17,1.65E3,-,-,0,1.91:0:0:1.00:0:0:4.38:8.34:0,9.59E1,8.37E2,1.00:8.73,3.94,,
,0.05,3.48,815.7984,18.99 - 20.14,2,671.1,815.7986,19.01,1.61E3,-,-,0,-,-,0,-,-,0,815.7971,19.94,2.83E3,-,-,0,815.7987,19.54,1.3E3,815.7993,19.81,2.92E2,-,-,0,1.00:0:0:0:1.76:0:0.81:0.18:0,7.41E2,5.31E2,1.00:0.72,19.57,,
,0.05,8.59,825.8318,12.64 - 12.69,1,21.4,-,-,0,825.8318,12.67,1.93E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.22E1,0,1.00:0,12.67,,
,0.05,8.59,827.7516,16.30 - 16.41,1,34.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,827.7516,16.35,3.1E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.03E2,0:1.00,16.35,,
,0.05,8.59,1492.6974,20.14 - 20.23,1,446.7,-,-,0,1492.7012,20.17,2.24E3,-,-,0,1492.6936,20.20,1.78E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.25:0:1.00:0:0:0:0:0,6.7E2,0,1.00:0,20.18,,
,0.05,8.59,887.7393,6.92 - 6.98,1,23.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,887.7393,6.94,2.13E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,7.11E1,0:1.00,6.94,,
,0.05,3.85,1483.6987,20.14 - 20.23,1,423.4,-,-,0,1483.6963,20.19,2.02E3,-,-,0,-,-,0,-,-,0,-,-,0,1483.7010,20.18,1.79E3,-,-,0,-,-,0,0:1.00:0:0:0:0:0.89:0:0,3.37E2,5.97E2,1.00:1.77,20.19,,
,0.05,4.03,397.8540,4.32 - 4.63,3,243.5,-,-,0,-,-,0,397.8536,4.55,9.87E2,397.8547,4.48,7.62E2,-,-,0,-,-,0,397.8537,4.57,4.43E2,-,-,0,-,-,0,0:0:1.30:1.00:0:0:0.58:0:0,2.91E2,1.48E2,1.00:0.51,4.53,,
,0.05,8.59,933.7247,8.87 - 8.96,1,35,-,-,0,933.7247,8.95,3.15E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.26E1,0,1.00:0,8.95,,
,0.05,3.76,650.3395,19.91 - 20.13,2,124.3,-,-,0,-,-,0,650.3419,20.08,5.23E1,650.3379,19.95,2.57E2,650.3396,20.00,5.52E2,-,-,0,-,-,0,650.3387,19.93,2.58E2,-,-,0,0:0:0.20:1.00:2.15:0:0:1.00:0,1.44E2,8.59E1,1.00:0.60,19.99,,
,0.05,8.61,592.7683,15.71 - 15.77,1,16.8,-,-,0,-,-,0,592.7683,15.77,1.51E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.51E1,0,1.00:0,15.77,,
,0.05,8.61,657.7213,1.60 - 1.66,1,28.1,-,-,0,657.7213,1.63,2.53E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.22E1,0,1.00:0,1.63,,
,0.05,5.25,790.7868,12.81 - 13.98,1,549.6,790.7826,13.14,1.96E2,790.7909,13.49,3.29E3,790.7874,13.81,8.88E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,790.7864,12.88,5.69E2,1.00:16.84:4.54:0:0:0:0:0:2.91,7.3E2,1.9E2,1.00:0.26,13.33,,
,0.05,3.77,759.7682,12.61 - 13.18,1,122.1,-,-,0,759.7716,12.79,3.04E2,759.7617,13.16,1.36E2,759.7698,12.69,4.07E2,-,-,0,-,-,0,-,-,0,-,-,0,759.7699,13.03,2.52E2,0:0.75:0.33:1.00:0:0:0:0:0.62,1.41E2,8.4E1,1.00:0.59,12.92,,
,0.05,8.61,669.7523,1.56 - 1.68,1,65.9,-,-,0,669.7523,1.65,5.93E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,9.88E1,0,1.00:0,1.65,,
,0.05,8.61,588.7523,3.57 - 3.62,1,16.6,-,-,0,588.7523,3.59,1.49E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.49E1,0,1.00:0,3.59,,
,0.05,3.24,736.7879,20.21 - 20.33,1,950.7,736.7892,20.24,2.56E3,-,-,0,-,-,0,736.7869,20.24,2.81E3,-,-,0,-,-,0,-,-,0,736.7877,20.24,3.18E3,-,-,0,0.91:0:0:1.00:0:0:0:1.13:0,8.96E2,1.06E3,1.00:1.18,20.24,,
,0.05,5.59,724.8059,12.50 - 15.87,1,1.4E3,724.8043,12.65,3.35E3,-,-,0,-,-,0,724.8081,12.76,5.06E2,-,-,0,-,-,0,724.8015,12.63,1.65E3,724.8097,12.88,7.12E3,-,-,0,6.61:0:0:1.00:0:0:3.25:14.08:0,6.42E2,2.92E3,1.00:4.55,12.73,,
,0.05,8.61,507.3521,5.90 - 6.13,1,105.5,-,-,0,-,-,0,-,-,0,507.3521,5.99,9.5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.58E2,0,1.00:0,5.99,,
,0.05,3.32,770.7192,19.80 - 20.11,1,1.2E3,-,-,0,770.7189,19.97,4.62E3,-,-,0,-,-,0,-,-,0,770.7195,19.93,2.19E3,770.7192,19.96,4.26E3,-,-,0,-,-,0,0:1.00:0:0:0:0.47:0.92:0:0,1.14E3,1.42E3,1.00:1.25,19.96,,
