Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD6_C00_neg m/z,STARD6_C00_neg RT mean,STARD6_C00_neg Normalized Area,STARD6_C05_neg m/z,STARD6_C05_neg RT mean,STARD6_C05_neg Normalized Area,STARD6_C06_neg m/z,STARD6_C06_neg RT mean,STARD6_C06_neg Normalized Area,STARD6_C07_neg m/z,STARD6_C07_neg RT mean,STARD6_C07_neg Normalized Area,STARD6_C11_neg m/z,STARD6_C11_neg RT mean,STARD6_C11_neg Normalized Area,STARD6_C12_neg m/z,STARD6_C12_neg RT mean,STARD6_C12_neg Normalized Area,STARD6_C08_neg m/z,STARD6_C08_neg RT mean,STARD6_C08_neg Normalized Area,STARD6_C09_neg m/z,STARD6_C09_neg RT mean,STARD6_C09_neg Normalized Area,STARD6_C10_neg m/z,STARD6_C10_neg RT mean,STARD6_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.28,3.75,963.6053,4.70 - 5.92,1,1.7E3,963.6034,5.56,1.66E3,963.6118,5.42,4.23E2,963.5967,5.35,1.29E3,963.6073,4.86,5.73E2,963.6049,5.34,3.21E3,-,-,-,963.6062,5.46,2.21E3,963.6082,4.77,1.65E3,963.6038,5.77,2.25E3,1.29:0.33:1.00:0.45:2.50:-:1.72:1.28:1.75,1.43E3,2.04E3,1.00:1.42,5.32,,
,0.28,3.09,545.7462,2.32 - 3.22,1,871.1,545.7465,2.69,8.33E2,545.7457,2.75,4.31E2,545.7452,2.65,1.73E3,545.7463,2.71,1.08E3,545.7462,2.52,1.08E3,-,-,0,545.7469,2.85,9.5E2,545.7467,3.03,1.74E3,-,-,0,0.48:0.25:1.00:0.62:0.63:0:0.55:1.00:0,8.59E2,8.96E2,1.00:1.04,2.74,,
,0.28,3.35,717.7711,17.53 - 18.35,1,1.9E3,717.7715,17.89,3.22E3,-,-,0,-,-,0,717.7698,18.19,7.6E2,717.7719,17.76,3.85E3,717.7681,17.87,2.66E3,717.7709,18.05,1.2E3,717.7728,18.02,1.95E3,717.7728,17.90,3.07E3,1.00:0:0:0.24:1.20:0.83:0.37:0.61:0.96,1.75E3,2.07E3,1.00:1.19,17.96,,
,0.28,12.05,664.3089,9.51 - 10.12,1,1.8E3,664.3096,9.93,4.26E3,664.3088,9.91,3.69E3,664.3080,9.93,3.57E3,-,-,0,-,-,0,664.3093,9.97,5.04E3,-,-,0,-,-,0,-,-,0,1.19:1.03:1.00:0:0:1.41:0:0:0,2.76E3,0,1.00:0,9.93,,
,0.28,3.08,749.7846,16.44 - 17.16,1,1.4E3,749.7842,16.96,1.41E3,749.7838,16.86,2.44E3,749.7855,16.64,2.16E3,749.7867,16.78,1.49E3,-,-,0,749.7837,16.73,6.68E2,749.7850,16.75,2.08E3,749.7831,16.84,2.16E3,-,-,0,0.65:1.13:1.00:0.69:0:0.31:0.96:1.00:0,1.36E3,1.41E3,1.00:1.04,16.79,,
,0.28,4.48,571.7665,17.19 - 18.43,1,848.8,571.7661,17.53,9.7E2,571.7666,17.39,1.34E3,571.7658,17.99,6.65E2,571.7668,17.55,8.92E2,-,-,0,-,-,0,571.7669,17.57,2.03E3,571.7670,17.45,4.62E2,571.7663,17.46,1.28E3,1.46:2.01:1.00:1.34:0:0:3.05:0.70:1.93,6.44E2,1.26E3,1.00:1.95,17.56,,
,0.28,3.16,576.7674,2.31 - 3.84,1,967,-,-,0,576.7662,3.12,1.26E3,576.7678,3.07,2.16E3,-,-,0,576.7665,3.40,1.32E3,576.7672,3.24,1.22E3,576.7681,2.42,1.23E3,576.7673,3.28,5.91E2,576.7689,3.37,9.28E2,0:0.59:1.00:0:0.61:0.56:0.57:0.27:0.43,9.93E2,9.15E2,1.00:0.92,3.13,,
,0.28,7.14,753.2966,3.62 - 3.77,1,1.3E3,753.2965,3.72,1.29E3,753.2957,3.70,1.89E3,753.2963,3.69,1.05E3,753.2975,3.70,1.47E3,-,-,0,753.2960,3.71,5.02E3,753.2977,3.70,1.1E3,-,-,0,-,-,0,1.23:1.80:1.00:1.40:0:4.77:1.04:0:0,1.79E3,3.66E2,1.00:0.20,3.70,,
,0.28,3.33,826.6366,0.00 - 3.05,1,9.4E3,-,-,-,826.6360,0.79,1.4E4,826.6362,1.05,5.58E3,826.6377,0.92,1.32E4,826.6357,1.14,1.48E4,826.6377,0.76,2.4E3,826.6372,0.59,2.25E4,826.6346,0.06,1.31E3,826.6373,0.06,1.55E3,-:2.50:1.00:2.37:2.65:0.43:4.04:0.24:0.28,9.99E3,8.46E3,1.00:0.85,0.67,,
,0.28,3.54,470.3486,0.69 - 1.21,1,1.8E3,-,-,0,-,-,0,470.3489,1.08,1.6E3,-,-,0,-,-,0,470.3484,1.09,1.02E4,470.3484,1.08,2.42E3,470.3486,1.09,2.09E3,-,-,0,0:0:1.00:0:0:6.39:1.52:1.31:0,1.97E3,1.5E3,1.00:0.77,1.08,,
,0.28,5.00,680.7049,7.46 - 9.93,1,1.6E3,680.7054,8.17,1.41E3,680.7072,7.54,4.55E2,680.7040,8.10,1.6E3,680.7056,8.29,5.82E3,680.7043,8.18,1.82E3,680.7057,8.70,2.34E2,680.7050,8.93,1.03E3,680.7024,8.36,5.23E2,-,-,-,0.88:0.28:1.00:3.63:1.13:0.15:0.64:0.33:-,1.89E3,7.79E2,1.00:0.41,8.28,,
,0.28,4.53,730.8194,18.15 - 20.33,1,2.6E4,-,-,0,-,-,0,730.8201,19.64,3.93E4,730.8187,19.70,3.91E4,-,-,0,730.8193,19.76,3.79E4,730.8193,20.15,3.86E4,730.8201,18.66,3.66E4,730.8190,19.71,4.24E4,0:0:1.00:0.99:0:0.96:0.98:0.93:1.08,1.94E4,3.92E4,1.00:2.02,19.60,,
,0.28,10.56,321.2106,0.48 - 2.52,1,3.1E4,-,-,0,321.2102,2.43,5.47E3,-,-,0,321.2106,2.43,7.8E3,321.2106,2.27,2.15E5,321.2107,2.44,4.19E4,321.2107,2.43,1.08E4,-,-,0,-,-,0,0:1.00:0:1.43:39.37:7.65:1.97:0:0,4.51E4,3.58E3,1.00:0.08,2.40,,
,0.28,4.36,956.6674,13.63 - 15.03,1,997.9,956.6655,13.98,1.28E3,956.6698,14.41,2.03E3,956.6670,13.84,1.12E3,956.6618,14.12,1.25E3,-,-,-,956.6689,14.91,3.92E2,956.6750,14.33,6.98E2,956.6703,14.18,4.35E2,956.6608,13.94,7.86E2,1.14:1.81:1.00:1.11:-:0.35:0.62:0.39:0.70,1.21E3,6.4E2,1.00:0.53,14.21,,
,0.28,3.28,981.5805,8.61 - 9.97,1,920.2,981.5776,9.87,8.03E2,981.5739,9.59,5.95E2,981.5823,8.68,6.44E2,981.5818,9.49,3.89E2,981.5810,8.85,2.42E3,-,-,-,981.5842,9.40,8.44E2,981.5812,9.81,4.32E2,981.5817,9.74,1.24E3,1.25:0.92:1.00:0.60:3.76:-:1.31:0.67:1.92,9.7E2,8.38E2,1.00:0.86,9.43,,
,0.28,4.21,671.8214,19.39 - 20.17,1,2.2E3,671.8228,19.64,3.38E3,-,-,0,671.8224,19.73,2.36E3,671.8206,20.11,1.42E3,671.8226,19.81,3.86E3,671.8196,19.79,4.48E3,671.8215,19.80,1.46E3,-,-,0,671.8205,19.72,2.89E3,1.44:0:1.00:0.60:1.64:1.90:0.62:0:1.23,2.58E3,1.45E3,1.00:0.56,19.80,,
,0.28,4.14,700.7337,19.06 - 20.11,1,1.1E3,700.7344,19.21,6.45E2,700.7354,19.79,2.27E3,700.7335,19.43,1.67E3,700.7332,19.26,1.23E3,-,-,0,700.7333,19.26,1.6E3,-,-,0,700.7338,19.68,1.06E3,700.7320,19.73,1.08E3,0.39:1.36:1.00:0.74:0:0.96:0:0.64:0.65,1.24E3,7.16E2,1.00:0.58,19.48,,
,0.28,3.59,910.6679,12.04 - 13.55,1,1.9E3,910.6707,12.61,5.47E2,910.6692,12.40,1.89E3,910.6654,12.13,7.44E3,910.6639,12.27,1.18E3,910.6681,12.18,3.9E2,910.6683,12.82,9.73E2,910.6676,13.26,2.15E3,-,-,-,910.6703,12.70,9.2E2,0.07:0.25:1.00:0.16:0.05:0.13:0.29:-:0.12,2.07E3,1.53E3,1.00:0.74,12.55,,
,0.28,5.41,830.7245,6.50 - 12.45,1,1.4E4,830.7249,7.06,1.2E4,830.7222,7.70,5.54E3,830.7225,7.32,8.57E3,830.7253,7.72,2.14E3,-,-,-,830.7260,7.45,6.66E4,830.7255,7.72,1.36E4,830.7241,7.44,2.41E3,830.7257,7.61,3.62E3,1.40:0.65:1.00:0.25:-:7.77:1.59:0.28:0.42,1.9E4,6.56E3,1.00:0.35,7.50,,
,0.28,3.77,470.7287,4.75 - 9.47,1,949.2,470.7290,5.73,6.49E2,-,-,0,470.7280,5.28,1.42E3,470.7289,5.49,2.11E3,470.7289,6.58,7.35E2,470.7283,5.57,1.47E3,470.7290,5.90,1.52E3,470.7284,5.44,6.4E2,-,-,0,0.46:0:1.00:1.48:0.52:1.03:1.07:0.45:0,1.06E3,7.21E2,1.00:0.68,5.71,,
,0.28,6.43,665.3556,2.93 - 3.90,1,3.9E3,665.3549,3.61,9.19E3,-,-,0,-,-,0,-,-,0,-,-,0,665.3550,3.66,2.12E3,665.3556,3.70,1.54E3,665.3563,3.56,1.56E4,665.3561,3.65,6.44E3,1.00:0:0:0:0:0.23:0.17:1.69:0.70,1.89E3,7.84E3,1.00:4.16,3.63,,
,0.28,3.15,470.7283,1.10 - 3.60,1,1.8E3,470.7283,2.05,4.02E3,470.7278,2.01,2.5E3,470.7282,1.57,1.1E3,470.7284,1.41,1.8E3,-,-,0,470.7283,1.59,1.54E3,470.7289,1.39,1.57E3,-,-,0,470.7282,1.61,3.5E3,3.67:2.28:1.00:1.64:0:1.41:1.44:0:3.20,1.83E3,1.69E3,1.00:0.93,1.66,,
,0.28,3.16,624.7618,20.26 - 20.77,1,2.6E3,624.7623,20.35,4.85E3,624.7618,20.33,3.98E3,624.7620,20.38,4.16E3,624.7621,20.41,3.23E3,-,-,0,-,-,0,-,-,0,624.7604,20.34,3.36E3,624.7621,20.36,4.11E3,1.17:0.96:1.00:0.78:0:0:0:0.81:0.99,2.7E3,2.49E3,1.00:0.92,20.36,,
,0.28,5.07,875.7199,12.20 - 14.06,1,1.6E3,875.7178,13.84,2.47E3,875.7175,13.27,5.69E2,875.7207,12.51,3.89E3,875.7170,12.34,6.98E2,875.7208,12.67,2.05E3,875.7203,13.11,1.86E3,875.7224,13.74,7.89E2,-,-,-,875.7230,12.98,6.99E2,0.64:0.15:1.00:0.18:0.53:0.48:0.20:-:0.18,1.92E3,7.44E2,1.00:0.39,13.06,,
,0.28,4.67,401.8808,0.00 - 0.11,1,4E3,401.8809,0.06,6.94E3,401.8805,0.07,7.42E3,401.8807,0.05,5.12E3,401.8810,0.06,5.12E3,-,-,0,401.8811,0.06,4.65E3,401.8809,0.06,6.63E3,-,-,0,-,-,0,1.36:1.45:1.00:1.00:0:0.91:1.30:0:0,4.87E3,2.21E3,1.00:0.45,0.06,,
,0.28,3.08,814.6802,5.57 - 11.82,1,3.6E3,814.6808,6.67,3.96E3,814.6797,6.41,2.95E3,814.6823,6.37,1.93E3,814.6758,6.04,7.24E3,814.6791,6.82,3.91E2,814.6827,7.05,5.32E3,-,-,-,814.6796,6.60,5.84E3,814.6813,7.14,1.13E3,2.06:1.53:1.00:3.76:0.20:2.76:-:3.03:0.59,3.63E3,3.49E3,1.00:0.96,6.64,,
,0.28,5.50,367.2163,1.15 - 1.74,1,3.7E3,-,-,0,-,-,0,-,-,0,-,-,0,367.2162,1.66,4.92E3,367.2163,1.66,2.39E4,367.2164,1.65,4.7E3,-,-,0,-,-,0,0:0:0:0:1.00:4.86:0.96:0:0,4.81E3,1.57E3,1.00:0.33,1.66,,
,0.28,11.19,1351.7546,7.56 - 7.98,1,1.3E3,1351.7544,7.90,9.12E2,1351.7550,7.86,7.79E3,1351.7563,7.86,1.86E3,1351.7527,7.86,1.33E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0.49:4.19:1.00:0.72:0:0:0:0:0,1.98E3,0,1.00:0,7.87,,
,0.28,5.34,548.8410,14.72 - 20.31,1,2.3E4,-,-,0,548.8411,16.05,3.97E4,548.8406,16.11,3.23E4,548.8413,16.42,3.51E4,548.8411,15.67,3.28E4,548.8410,15.71,3.43E4,-,-,0,548.8411,15.78,2.99E4,-,-,0,0:1.23:1.00:1.09:1.02:1.06:0:0.93:0,2.9E4,9.96E3,1.00:0.34,15.96,,
,0.28,4.47,900.6383,6.95 - 11.18,1,4.6E3,-,-,-,900.6340,8.44,3.97E3,900.6375,8.12,1.06E3,900.6395,7.71,3.93E3,900.6396,7.91,5.78E3,900.6391,7.88,1.66E3,900.6382,7.30,7.17E3,900.6365,7.68,6.08E2,900.6420,8.05,1.23E4,-:3.75:1.00:3.71:5.46:1.57:6.77:0.57:11.62,3.28E3,6.69E3,1.00:2.04,7.89,,
,0.28,3.78,607.7028,10.39 - 12.17,1,1.1E3,-,-,0,607.7025,10.65,2.06E3,607.7020,11.16,6.95E2,607.7013,10.83,7.89E2,607.7039,11.22,9.36E2,607.7030,11.38,9.81E2,607.7029,11.04,1.69E3,607.7039,11.27,2.38E3,-,-,0,0:2.97:1.00:1.14:1.35:1.41:2.44:3.43:0,9.11E2,1.36E3,1.00:1.49,11.08,,
,0.28,5.10,605.7607,5.59 - 9.11,1,3.8E3,605.7596,6.04,7.42E3,605.7622,5.93,3.84E3,605.7593,5.78,9.53E3,605.7606,6.99,3.5E3,605.7625,6.75,4.22E3,-,-,0,605.7605,6.37,1.37E3,-,-,0,605.7604,6.32,4.07E3,0.78:0.40:1.00:0.37:0.44:0:0.14:0:0.43,4.75E3,1.81E3,1.00:0.38,6.31,,
,0.28,6.16,469.1245,3.12 - 3.83,1,2.7E3,469.1246,3.71,4.88E3,469.1236,3.70,4.83E3,469.1243,3.69,3.71E3,469.1251,3.70,4.35E3,469.1244,3.72,3.54E3,-,-,0,-,-,0,469.1249,3.71,2.79E3,-,-,0,1.32:1.30:1.00:1.17:0.95:0:0:0.75:0,3.55E3,9.3E2,1.00:0.26,3.70,,
,0.28,3.25,594.7495,11.72 - 16.93,1,4.9E3,594.7506,12.28,1.44E4,594.7493,12.08,1.87E3,594.7510,11.93,4.44E3,594.7490,12.71,6.24E2,-,-,-,594.7482,12.38,1.78E3,594.7482,12.60,1.26E4,594.7498,11.85,2.3E3,594.7496,12.39,8.22E2,3.23:0.42:1.00:0.14:-:0.40:2.84:0.52:0.19,4.61E3,5.25E3,1.00:1.14,12.28,,
,0.28,11.21,926.3544,15.25 - 15.45,1,990.1,-,-,0,926.3535,15.33,1.94E3,926.3535,15.33,2.58E3,926.3548,15.32,1.37E3,-,-,0,926.3557,15.33,3.03E3,-,-,0,-,-,0,-,-,0,0:0.75:1.00:0.53:0:1.18:0:0:0,1.49E3,0,1.00:0,15.33,,
,0.28,11.15,438.0387,0.23 - 0.45,1,2.2E3,438.0389,0.39,7.59E3,438.0385,0.38,7.42E3,-,-,0,-,-,0,438.0389,0.39,4.97E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.98:0:0:0.65:0:0:0:0,3.33E3,0,1.00:0,0.38,,
,0.28,3.17,895.6230,2.84 - 5.23,1,1.4E3,-,-,-,895.6180,4.21,2.37E3,895.6239,2.91,1.02E3,895.6235,4.50,1.05E3,895.6230,4.08,1.67E3,895.6248,5.05,8E2,895.6271,4.37,3.04E3,895.6200,3.49,4.99E2,895.6234,3.99,1.01E3,-:2.33:1.00:1.03:1.64:0.79:2.98:0.49:1.00,1.38E3,1.52E3,1.00:1.10,4.07,,
,0.28,3.82,419.3003,4.21 - 5.22,1,4.8E3,419.3004,4.61,1.18E4,419.2999,4.59,1.15E4,-,-,0,-,-,0,419.3005,4.61,9E3,-,-,0,419.3005,4.58,1.06E4,-,-,0,-,-,0,1.00:0.97:0:0:0.76:0:0.89:0:0,5.38E3,3.53E3,1.00:0.66,4.60,,
,0.28,3.10,547.7460,0.67 - 7.15,1,6.9E4,547.7465,1.53,5.09E4,547.7438,1.44,6.14E4,547.7458,1.74,1.14E5,547.7472,0.90,6.18E4,547.7455,1.97,4.87E4,547.7463,1.99,-,547.7479,1.71,1.17E5,547.7456,1.07,5.1E4,547.7454,2.15,4.47E4,0.45:0.54:1.00:0.54:0.43:-:1.03:0.45:0.39,6.74E4,7.1E4,1.00:1.05,1.61,,
,0.28,3.13,379.8292,18.42 - 20.05,3,1.3E3,379.8293,18.81,9.41E2,379.8290,18.99,1.85E3,379.8294,18.49,3.27E3,379.8292,18.92,7.42E2,379.8293,19.71,9.18E2,-,-,0,379.8293,18.84,3.07E3,-,-,0,379.8292,18.90,1.07E3,0.29:0.57:1.00:0.23:0.28:0:0.94:0:0.33,1.29E3,1.38E3,1.00:1.07,18.95,,
,0.28,4.49,592.8232,16.10 - 18.27,1,5.2E3,592.8243,17.50,8.93E3,592.8234,17.73,5.66E3,592.8223,17.70,4.5E3,592.8222,18.05,1.91E3,-,-,0,592.8212,16.97,1.64E4,592.8260,17.74,5.77E3,592.8232,17.77,3.31E3,-,-,0,1.98:1.26:1.00:0.43:0:3.64:1.28:0.74:0,6.23E3,3.03E3,1.00:0.49,17.64,,
,0.28,4.00,488.3594,1.15 - 2.49,1,7.2E3,-,-,0,-,-,0,-,-,0,-,-,0,488.3596,2.30,4.42E4,488.3592,1.96,5.5E3,488.3596,1.95,7.29E3,488.3595,1.95,7.74E3,-,-,0,0:0:0:0:1.00:0.12:0.17:0.18:0,8.28E3,5.01E3,1.00:0.61,2.04,,
,0.28,3.90,640.7133,7.28 - 9.35,1,991.5,640.7135,8.55,4.45E2,-,-,0,640.7123,8.47,1.4E3,640.7142,8.56,7.57E2,640.7126,7.73,1.05E3,640.7135,8.77,1.32E3,640.7134,7.45,1.41E3,640.7135,7.67,2.54E3,-,-,0,0.32:0:1.00:0.54:0.75:0.94:1.00:1.81:0,8.3E2,1.32E3,1.00:1.59,8.17,,
,0.28,3.08,827.6373,4.97 - 7.45,1,2.3E3,827.6404,5.41,5.68E3,827.6341,5.41,2.44E3,827.6387,5.23,1.29E3,827.6351,5.18,3.09E3,827.6377,5.02,1.79E2,827.6366,5.09,1.23E3,827.6372,5.32,3.29E3,-,-,-,827.6389,5.16,1.53E3,4.41:1.90:1.00:2.40:0.14:0.96:2.56:-:1.19,2.32E3,2.41E3,1.00:1.04,5.23,,
,0.28,3.20,844.7923,19.59 - 20.31,1,2.3E3,-,-,0,844.7882,20.11,2.47E3,844.7899,20.13,3.09E3,844.7943,20.14,3.67E3,-,-,0,844.7891,20.14,4.29E3,844.7981,20.14,3.4E3,844.7941,20.15,2.58E3,844.7927,20.13,1.53E3,0:0.80:1.00:1.19:0:1.39:1.10:0.83:0.50,2.25E3,2.5E3,1.00:1.11,20.13,,
,0.28,6.17,728.5243,8.47 - 8.90,1,1.2E3,-,-,0,728.5226,8.72,2.62E3,728.5253,8.75,1.06E3,-,-,0,-,-,0,-,-,0,728.5245,8.72,1.89E3,728.5242,8.76,2.42E3,728.5248,8.80,3E3,0:2.48:1.00:0:0:0:1.79:2.29:2.84,6.13E2,2.44E3,1.00:3.98,8.75,,
,0.28,3.25,642.7355,11.64 - 13.57,1,851.3,642.7356,13.24,1.04E3,642.7341,12.21,4.93E2,642.7352,11.69,5.71E2,642.7351,13.43,5.94E2,642.7364,12.74,1.38E3,642.7363,12.23,8.48E2,642.7355,13.24,1.66E2,642.7355,12.21,1.72E3,-,-,-,1.82:0.86:1.00:1.04:2.42:1.48:0.29:3.01:-,8.21E2,9.42E2,1.00:1.15,12.62,,
,0.28,3.72,666.7497,12.47 - 13.99,1,1.6E3,666.7483,13.54,2.25E3,666.7496,12.90,1.64E3,666.7477,12.95,1.76E3,666.7483,13.05,2.26E3,-,-,-,666.7492,12.95,1.07E3,666.7482,13.24,2.47E3,666.7520,13.25,9.68E2,666.7540,13.78,2.57E2,1.28:0.93:1.00:1.29:-:0.61:1.41:0.55:0.15,1.8E3,1.23E3,1.00:0.69,13.21,,
,0.28,4.89,570.7687,16.56 - 17.97,1,959.6,570.7689,17.80,6.75E2,570.7693,17.33,1.4E3,570.7697,17.43,2.41E3,570.7688,16.83,1.94E3,-,-,0,570.7672,17.39,7.47E2,-,-,0,570.7680,17.65,7.73E2,570.7687,17.15,6.97E2,0.28:0.58:1.00:0.80:0:0.31:0:0.32:0.29,1.19E3,4.9E2,1.00:0.41,17.37,,
,0.28,3.82,483.2230,3.53 - 3.96,1,2E3,483.2231,3.90,6.88E3,483.2227,3.89,6.52E3,-,-,0,-,-,0,-,-,0,-,-,0,483.2230,3.89,4.39E3,-,-,0,-,-,0,1.00:0.95:0:0:0:0:0.64:0:0,2.23E3,1.46E3,1.00:0.66,3.89,,
,0.28,3.23,883.6681,12.08 - 13.06,1,807.6,883.6611,12.10,6.87E2,-,-,-,883.6693,12.54,5.99E2,883.6744,12.60,6.71E2,883.6713,12.60,5.23E2,883.6628,12.69,1.37E3,883.6677,12.50,6.74E2,883.6697,12.72,1.28E3,883.6681,13.04,6.61E2,1.15:-:1.00:1.12:0.87:2.29:1.13:2.13:1.10,7.7E2,8.7E2,1.00:1.13,12.60,,
,0.28,3.21,946.6304,9.54 - 11.73,1,1.3E3,946.6254,10.35,8.81E2,-,-,-,946.6310,10.06,1.6E3,946.6270,11.52,1.45E3,946.6293,9.68,9.35E2,946.6285,10.13,1.53E3,946.6284,10.74,1.56E3,946.6376,10.70,1.03E3,946.6357,11.46,1.7E3,0.55:-:1.00:0.90:0.58:0.95:0.97:0.64:1.06,1.28E3,1.43E3,1.00:1.12,10.58,,
,0.28,4.48,608.7015,9.60 - 13.11,1,2.4E3,608.7025,10.59,7.48E3,-,-,-,608.7003,10.74,4.23E3,608.7006,11.46,5.85E2,608.7006,10.79,8.67E2,608.7006,11.05,1.43E3,608.7021,10.57,2.78E3,608.7017,10.79,9.2E2,608.7040,10.97,5.93E2,1.77:-:1.00:0.14:0.20:0.34:0.66:0.22:0.14,2.92E3,1.43E3,1.00:0.49,10.87,,
,0.28,3.05,541.7984,20.26 - 20.89,1,2.1E3,-,-,0,541.7983,20.38,3.81E3,-,-,0,541.7975,20.35,3.22E3,541.7990,20.44,2.63E3,541.7991,20.39,3.27E3,-,-,0,541.7981,20.38,2.83E3,541.7982,20.37,3.47E3,0:1.00:0:0.84:0.69:0.86:0:0.74:0.91,2.15E3,2.1E3,1.00:0.97,20.38,,
,0.27,4.25,828.6363,6.26 - 8.25,1,1.4E3,828.6332,7.91,4.04E2,828.6375,7.19,2.23E3,828.6334,7.52,9.12E2,828.6376,7.81,8.06E2,-,-,-,828.6344,7.49,1.04E3,828.6393,7.03,7.42E2,828.6393,6.32,8.81E2,828.6360,7.60,4.38E3,0.44:2.45:1.00:0.88:-:1.14:0.81:0.97:4.81,1.08E3,2E3,1.00:1.86,7.36,,
,0.27,4.83,671.7664,7.32 - 13.61,1,3.7E4,671.7689,8.52,2.87E3,671.7645,8.39,3.99E4,671.7634,8.61,5.6E4,671.7660,8.19,6.47E4,671.7670,8.21,5.84E4,671.7669,8.32,5.08E4,671.7660,7.52,1.71E3,671.7679,7.62,1.69E3,671.7667,8.36,5.39E4,0.05:0.71:1.00:1.16:1.04:0.91:0.03:0.03:0.96,4.55E4,1.91E4,1.00:0.42,8.20,,
,0.27,4.67,827.6360,5.88 - 7.62,1,2.4E3,827.6392,7.03,5E2,827.6366,6.92,1.56E3,827.6375,6.51,3.65E3,827.6302,6.65,8.87E3,827.6360,6.66,2.31E2,-,-,-,827.6391,6.86,1.16E3,827.6378,6.53,1.01E3,827.6320,7.00,1.83E3,0.14:0.43:1.00:2.43:0.06:-:0.32:0.28:0.50,2.96E3,1.33E3,1.00:0.45,6.77,,
,0.27,3.40,967.5350,0.69 - 2.98,1,1.2E3,967.5347,1.21,3.39E3,967.5343,1.13,1.51E3,-,-,0,967.5356,1.00,6.45E2,967.5343,0.81,1.3E3,-,-,0,967.5339,0.83,9.19E2,967.5369,0.99,2.23E3,967.5352,1.26,1.09E3,1.00:0.44:0:0.19:0.38:0:0.27:0.66:0.32,1.14E3,1.41E3,1.00:1.24,1.03,,
,0.27,3.93,805.8167,15.73 - 18.11,1,3.5E3,805.8184,16.37,1.28E3,-,-,0,805.8168,16.13,7.37E3,805.8149,16.21,3.66E3,805.8156,16.05,1.6E3,805.8163,16.07,1.04E4,805.8192,16.47,3.38E3,-,-,0,805.8153,16.43,4.15E3,0.17:0:1.00:0.50:0.22:1.41:0.46:0:0.56,4.05E3,2.51E3,1.00:0.62,16.25,,
,0.27,5.37,607.7899,12.36 - 14.08,1,1.7E3,607.7908,13.24,8.03E2,607.7904,12.39,8.88E2,-,-,-,607.7899,12.50,7.71E3,607.7885,13.36,1.48E3,607.7919,13.10,7.23E2,607.7883,13.79,7.63E2,607.7900,13.04,9.77E2,607.7891,13.82,6.27E2,1.00:1.11:-:9.60:1.84:0.90:0.95:1.22:0.78,2.32E3,7.89E2,1.00:0.34,13.15,,
,0.27,3.34,887.6833,12.19 - 14.04,1,898.6,887.6796,12.26,8.05E2,887.6805,13.87,1.78E3,887.6801,13.08,6.5E2,-,-,-,887.6896,12.37,6.21E2,887.6843,12.62,3.26E2,887.6816,13.39,1.44E3,887.6866,13.03,5.19E2,887.6841,12.35,1.04E3,1.24:2.74:1.00:-:0.96:0.50:2.22:0.80:1.61,8.37E2,1E3,1.00:1.20,12.87,,
,0.27,3.09,556.6835,1.17 - 3.35,1,1.3E3,556.6832,2.14,1.7E3,556.6827,1.27,2.04E3,-,-,0,556.6838,1.86,1.12E3,556.6839,1.80,2.87E3,-,-,0,556.6824,1.50,1.58E3,556.6839,1.59,1.56E3,556.6844,2.04,9.1E2,1.00:1.20:0:0.66:1.69:0:0.93:0.92:0.54,1.29E3,1.35E3,1.00:1.05,1.74,,
,0.27,3.80,694.7483,1.19 - 7.07,1,1.2E5,694.7478,2.02,1.64E5,694.7479,1.95,2.08E5,694.7484,1.90,-,694.7496,1.30,8.63E2,694.7479,1.89,1.56E5,694.7479,2.07,1.62E5,694.7491,1.99,1.71E5,694.7468,2.05,1.1E3,694.7489,2.00,1.05E5,1.00:1.26:-:0.01:0.95:0.99:1.04:0.01:0.64,1.38E5,9.22E4,1.00:0.67,1.91,,
,0.27,4.11,896.7034,15.80 - 16.13,1,2.6E3,896.7057,15.90,1.52E3,896.7056,15.90,1.43E3,-,-,0,-,-,0,896.7019,15.90,1.56E3,896.7028,15.90,1.35E4,896.7015,15.90,2.45E3,896.7019,15.91,1.89E3,896.7042,15.92,9E2,1.00:0.94:0:0:1.03:8.89:1.61:1.24:0.59,3E3,1.75E3,1.00:0.58,15.90,,
,0.27,3.69,411.8530,9.00 - 10.62,3,1.6E3,411.8524,9.36,4.56E3,411.8531,10.18,1.05E3,411.8532,9.29,2.73E3,411.8534,9.73,8.77E2,-,-,0,411.8534,9.46,1.14E3,-,-,0,411.8525,9.11,5.73E2,411.8533,9.55,3.09E3,1.67:0.39:1.00:0.32:0:0.42:0:0.21:1.13,1.73E3,1.22E3,1.00:0.71,9.53,,
,0.27,5.88,637.8005,5.04 - 7.01,1,1.8E3,637.7999,6.28,3.35E3,637.8004,6.01,1.92E3,637.8024,6.58,9.16E2,637.8007,5.74,3.17E3,637.8007,6.36,3.03E3,637.7997,6.12,2.03E3,-,-,0,-,-,0,637.7996,5.54,2.1E3,3.66:2.10:1.00:3.46:3.31:2.22:0:0:2.29,2.41E3,6.99E2,1.00:0.29,6.09,,
